회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),당기순이익(손실)(IFRS),* (정상)영업손익(보고서기재)(IFRS)
(주)기산텔레콤,035460,2013/12,48367030,2049347,2083934
(주)기산텔레콤,035460,2014/12,41612762,655537,234218
(주)기산텔레콤,035460,2015/12,45712905,564987,150840
(주)기산텔레콤,035460,2016/12,24679656,-1733928,-1972410
(주)기산텔레콤,035460,2017/12,29568090,-2085390,-848554
(주)기산텔레콤,035460,2018/12,24864346,-5791304,-2790221
(주)기산텔레콤,035460,2019/12,30545683,2205257,2565963
(주)기산텔레콤,035460,2020/12,26787022,-1507052,-1163778
(주)까뮤이앤씨,013700,2011/12,90048208,-115818356,-132765820
(주)까뮤이앤씨,013700,2012/12,90976586,-4642070,3874241
(주)까뮤이앤씨,013700,2013/12,83568532,-12045286,-1085474
(주)까뮤이앤씨,013700,2014/12,123567918,2285412,2849967
(주)까뮤이앤씨,013700,2015/12,132370311,5169039,4029706
(주)까뮤이앤씨,013700,2016/12,139708060,3256253,4443394
(주)까뮤이앤씨,013700,2017/12,172176860,8436815,10091338
(주)까뮤이앤씨,013700,2018/12,116296828,1738796,4050404
(주)까뮤이앤씨,013700,2019/12,283420655,13494869,14845481
(주)까뮤이앤씨,013700,2020/12,161728918,9202738,2818116
(주)까스텔바작,308100,2016/12,33547852,-1397951,5141413
(주)까스텔바작,308100,2017/12,83289099,6408135,11793018
(주)까스텔바작,308100,2018/12,92092225,11322040,14726597
(주)까스텔바작,308100,2019/12,81068234,7090294,9287318
(주)까스텔바작,308100,2020/12,67130253,2652048,7967138
(주)나노,187790,2014/12,,,
(주)나노,187790,2015/12,14881694,-10306565,-7239111
(주)나노,187790,2016/12,18480121,-18008880,-9411058
(주)나노,187790,2017/12,29944292,-2829878,1526011
(주)나노,187790,2018/12,34238747,-5616504,783196
(주)나노,187790,2019/12,38421023,475680,1381812
(주)나노,187790,2020/12,36339792,-4657278,360809
(주)나노브릭,286750,2015/12,,,
(주)나노브릭,286750,2016/12,,,
(주)나노브릭,286750,2017/12,5980485,-4415497,-1961396
(주)나노브릭,286750,2018/12,7186469,1183722,-1291459
(주)나노브릭,286750,2019/12,7775408,-763049,-1512607
(주)나노브릭,286750,2020/12,8651931,-91587,67221
(주)나노신소재,121600,2011/12,33480756,4707958,4510950
(주)나노신소재,121600,2012/12,23644347,-1346877,-599483
(주)나노신소재,121600,2013/12,26827489,1129993,1360266
(주)나노신소재,121600,2014/12,27926752,3733441,3639250
(주)나노신소재,121600,2015/12,43140425,7723716,9164440
(주)나노신소재,121600,2016/12,41111800,5955088,6310057
(주)나노신소재,121600,2017/12,45568866,6795716,8506727
(주)나노신소재,121600,2018/12,52249960,7577945,8659691
(주)나노신소재,121600,2019/12,48892961,5848754,5191475
(주)나노신소재,121600,2020/12,48524488,1764646,1567186
(주)나노엔텍,039860,2011/12,13088091,-11866915,-7866305
(주)나노엔텍,039860,2012/12,13561450,-6417553,-4560857
(주)나노엔텍,039860,2013/12,19071599,332876,1088129
(주)나노엔텍,039860,2014/12,20255673,-1173219,259650
(주)나노엔텍,039860,2015/12,18652444,-4272310,-3336702
(주)나노엔텍,039860,2016/12,19928840,-17339841,-8642286
(주)나노엔텍,039860,2017/12,22133358,-799389,2944761
(주)나노엔텍,039860,2018/12,24871160,3683640,3236124
(주)나노엔텍,039860,2019/12,25099090,6191104,3583987
(주)나노엔텍,039860,2020/12,27440478,2627717,3450882
(주)나노트로닉스,010670,2011/12,16968670,-926377,825344
(주)나노트로닉스,010670,2012/12,19147210,-4935076,4217184
(주)나래나노텍,137080,2011/12,,,
(주)나래나노텍,137080,2012/12,,,
(주)나래나노텍,137080,2013/12,,,
(주)나래나노텍,137080,2014/12,,,
(주)나래나노텍,137080,2015/12,,,
(주)나래나노텍,137080,2016/12,,,
(주)나래나노텍,137080,2017/12,95815545,-18645087,4132808
(주)나래나노텍,137080,2018/12,95186847,4967814,7406244
(주)나래나노텍,137080,2019/12,43007667,-10895330,-10292325
(주)나래나노텍,137080,2020/12,82804670,2272633,5659900
(주)나무가,190510,2011/12,,,
(주)나무가,190510,2012/12,54272164,-1890760,497744
(주)나무가,190510,2013/12,181936000,188298,2625205
(주)나무가,190510,2014/12,193917712,5312756,4971473
(주)나무가,190510,2015/12,330071994,7763897,22632879
(주)나무가,190510,2016/12,189575941,-3614485,-1785463
(주)나무가,190510,2017/12,169353908,-43568385,-22688891
(주)나무가,190510,2018/12,199656907,10339276,8215658
(주)나무가,190510,2019/12,275379664,3214583,2906028
(주)나무가,190510,2020/12,388515152,-1498047,2015876
(주)나스미디어,089600,2011/12,21717857,6003573,7809343
(주)나스미디어,089600,2012/12,23462889,6454270,7613038
(주)나스미디어,089600,2013/12,24754414,5614730,6058109
(주)나스미디어,089600,2014/12,29855317,7956451,8601869
(주)나스미디어,089600,2015/12,45490455,9916024,11693294
(주)나스미디어,089600,2016/12,61749724,11499887,14615304
(주)나스미디어,089600,2017/12,84283178,20237979,25654209
(주)나스미디어,089600,2018/12,71877991,15458417,19351123
(주)나스미디어,089600,2019/12,78372579,18656401,23389051
(주)나스미디어,089600,2020/12,82057612,22451824,27301482
(주)나이벡,138610,2011/12,2702416,-1834811,-1955772
(주)나이벡,138610,2012/12,3875799,-1407065,-805135
(주)나이벡,138610,2013/12,2271977,-3849754,-2637399
(주)나이벡,138610,2014/12,4786118,-3620685,-3024927
(주)나이벡,138610,2015/12,4173528,-2425875,-1583717
(주)나이벡,138610,2016/12,4804232,-3027189,-2499774
(주)나이벡,138610,2017/12,6302575,-2567612,-1128739
(주)나이벡,138610,2018/12,5207877,-4146156,-3402362
(주)나이벡,138610,2019/12,9287488,-2726636,-960252
(주)나이벡,138610,2020/12,6357111,-3637627,-3011681
(주)나이스디앤비,130580,2011/12,17447086,2483308,2855233
(주)나이스디앤비,130580,2012/12,19285428,3024750,3200317
(주)나이스디앤비,130580,2013/12,19592150,3012799,3312852
(주)나이스디앤비,130580,2014/12,21139275,3625754,4103059
(주)나이스디앤비,130580,2015/12,23685546,4269809,4929356
(주)나이스디앤비,130580,2016/12,24018056,4342227,4752171
(주)나이스디앤비,130580,2017/12,32327045,4960968,6644056
(주)나이스디앤비,130580,2018/12,42167015,7840104,8817160
(주)나이스디앤비,130580,2019/12,50280560,9097679,10084114
(주)나이스디앤비,130580,2020/12,60300993,10451027,11861568
(주)나이스홀딩스,034310,2011/12,27906675,6505010,8388023
(주)나이스홀딩스,034310,2012/12,32479387,17518136,13242409
(주)나이스홀딩스,034310,2013/12,24585959,8548366,6707279
(주)나이스홀딩스,034310,2014/12,24855128,8735163,5482042
(주)나이스홀딩스,034310,2015/12,30358130,6822102,8149951
(주)나이스홀딩스,034310,2016/12,33693212,18359912,15308860
(주)나이스홀딩스,034310,2017/12,37458486,5118791,18273165
(주)나이스홀딩스,034310,2018/12,40325277,-16465295,22616230
(주)나이스홀딩스,034310,2019/12,44669568,5118265,27467348
(주)나이스홀딩스,034310,2020/12,38980661,-14069974,19195664
(주)나이코,192240,2012/12,,,
(주)나이코,192240,2013/12,,,
(주)나이코,192240,2014/12,,,
(주)나이코,192240,2015/12,,,
(주)나인테크,267320,2017/12,,,
(주)나인테크,267320,2018/12,,,
(주)나인테크,267320,2019/12,,,
(주)나인테크,267320,2020/12,65865810,-1230558,3293451
(주)남선알미늄,008350,2011/12,302410988,-2024012,4913867
(주)남선알미늄,008350,2012/12,308547177,-16536943,-3928790
(주)남선알미늄,008350,2013/12,353378515,9655705,13600289
(주)남선알미늄,008350,2014/12,341293036,17604236,13927458
(주)남선알미늄,008350,2015/12,350317585,14881686,17100780
(주)남선알미늄,008350,2016/12,400734305,20399638,24179476
(주)남선알미늄,008350,2017/12,400667879,21742400,20750090
(주)남선알미늄,008350,2018/12,347834921,25376157,9581679
(주)남선알미늄,008350,2019/12,324782177,8338512,11592894
(주)남선알미늄,008350,2020/12,268474786,-2461919,-1420763
(주)남성,004270,2011/12,55212184,2680768,4351800
(주)남성,004270,2012/12,55616541,1286317,3883950
(주)남성,004270,2013/12,56628063,1381106,3152255
(주)남성,004270,2014/12,59274363,-700522,3517751
(주)남성,004270,2015/12,62237269,1848869,3677218
(주)남성,004270,2016/12,70870441,1360255,4118637
(주)남성,004270,2017/12,78335735,1354923,5822850
(주)남성,004270,2018/12,63605003,-3506408,2972765
(주)남성,004270,2019/12,57819890,-2135357,2402813
(주)남성,004270,2020/12,66947663,-16024531,1951037
(주)내츄럴엔도텍,168330,2012/12,21632650,4393985,5118742
(주)내츄럴엔도텍,168330,2013/12,84281121,19279883,24103694
(주)내츄럴엔도텍,168330,2014/12,124067457,20760517,25886542
(주)내츄럴엔도텍,168330,2015/12,44506401,-16896629,-10595159
(주)내츄럴엔도텍,168330,2016/12,6556020,-12887062,-9347254
(주)내츄럴엔도텍,168330,2017/12,9238808,-9645005,-5337960
(주)내츄럴엔도텍,168330,2018/12,8892649,-16506112,-9689427
(주)내츄럴엔도텍,168330,2019/12,6615116,-15322638,-8440259
(주)내츄럴엔도텍,168330,2020/12,13273093,-2165663,1244551
(주)네오리진,094860,2011/12,23311768,667150,1286540
(주)네오리진,094860,2012/12,24667502,-2791896,1513894
(주)네오리진,094860,2013/12,41569623,-12396768,-1799033
(주)네오리진,094860,2014/12,34582751,-18212371,-5817300
(주)네오리진,094860,2015/12,12413198,-3377781,-2807608
(주)네오리진,094860,2016/12,10654596,674598,810733
(주)네오리진,094860,2017/12,9032026,218915,221865
(주)네오리진,094860,2018/12,9064462,-3781297,-771579
(주)네오리진,094860,2019/12,11270250,-2726564,258267
(주)네오리진,094860,2020/12,9473210,-1800953,-1700861
(주)네오셈,253590,2016/12,,,
(주)네오셈,253590,2017/12,,,
(주)네오셈,253590,2018/12,,,
(주)네오셈,253590,2019/12,25334754,-1740980,-3351213
(주)네오셈,253590,2020/12,47307393,5220134,8100232
(주)네오오토,212560,2011/12,,,
(주)네오오토,212560,2012/12,,,
(주)네오오토,212560,2013/12,117300740,9230875,9989227
(주)네오오토,212560,2014/12,108775562,6831455,8263826
(주)네오오토,212560,2015/12,115393747,7651072,9232820
(주)네오오토,212560,2016/12,140544448,7883058,10052254
(주)네오오토,212560,2017/12,128249343,4135626,1606020
(주)네오오토,212560,2018/12,115243742,5798405,2422365
(주)네오오토,212560,2019/12,118441501,2497866,795115
(주)네오오토,212560,2020/12,117499436,3544581,2956981
(주)네오위즈,095660,2011/12,592103340,79218344,110682166
(주)네오위즈,095660,2012/12,588447125,3779378,128101857
(주)네오위즈,095660,2013/12,371656266,52818309,99212727
(주)네오위즈,095660,2014/12,139550248,1272651,39155728
(주)네오위즈,095660,2015/12,125990929,-3653848,27179876
(주)네오위즈,095660,2016/12,117653566,3632162,21203983
(주)네오위즈,095660,2017/12,106849588,-25872555,10186878
(주)네오위즈,095660,2018/12,155574255,-4753411,11081403
(주)네오위즈,095660,2019/12,202617148,6495544,16643538
(주)네오위즈,095660,2020/12,224298409,46436345,41114528
(주)네오위즈홀딩스,042420,2011/12,13097599,25370700,30166464
(주)네오위즈홀딩스,042420,2012/12,19093083,23060658,9342665
(주)네오위즈홀딩스,042420,2013/12,3582577,-2832876,143875
(주)네오위즈홀딩스,042420,2014/12,1582089,6541508,574571
(주)네오위즈홀딩스,042420,2015/12,634975,64723380,-385387
(주)네오위즈홀딩스,042420,2016/12,543311,-6839712,-303937
(주)네오위즈홀딩스,042420,2017/12,551698,-10240089,-260154
(주)네오위즈홀딩스,042420,2018/12,693917,-4969594,-485440
(주)네오위즈홀딩스,042420,2019/12,1860715,5768056,180113
(주)네오위즈홀딩스,042420,2020/12,989634,-3502568,-738214
(주)네오이뮨텍,950220,2019/12,0,-14000458,-16037331
(주)네오이뮨텍,950220,2020/12,0,-30043942,-30901471
(주)네오크레마,311390,2016/12,,,
(주)네오크레마,311390,2017/12,,,
(주)네오크레마,311390,2018/12,21745255,3561554,3266191
(주)네오크레마,311390,2019/12,18448423,1258938,776937
(주)네오크레마,311390,2020/12,22124649,2270960,3104153
(주)네오티스,085910,2011/12,29184036,3975553,5732674
(주)네오티스,085910,2012/12,34980811,4313757,3904166
(주)네오티스,085910,2013/12,36283655,2230587,2988588
(주)네오티스,085910,2014/12,37658799,2581243,3130358
(주)네오티스,085910,2015/12,35730680,-4379435,1584014
(주)네오티스,085910,2016/12,40161938,-1560928,2035569
(주)네오티스,085910,2017/12,43473210,-7269754,2393447
(주)네오티스,085910,2018/12,45195339,3000159,3513246
(주)네오티스,085910,2019/12,42566577,1372323,2645699
(주)네오티스,085910,2020/12,38129773,152454,2827061
(주)네오팜,092730,2011/12,16944305,904242,1199197
(주)네오팜,092730,2012/12,18774372,647763,209147
(주)네오팜,092730,2013/12,20137821,1895050,2147648
(주)네오팜,092730,2014/12,25602822,2568482,5002662
(주)네오팜,092730,2015/12,35964570,3407145,6258403
(주)네오팜,092730,2016/12,42257057,8190762,10034988
(주)네오팜,092730,2017/12,53553213,12152804,14632436
(주)네오팜,092730,2018/12,66336414,15804253,19588203
(주)네오팜,092730,2019/12,83586492,18153826,23347953
(주)네오팜,092730,2020/12,81466222,17381103,21391242
(주)네오퍼플,028090,2011/12,32534707,-5193437,-3583263
(주)네오퍼플,028090,2012/12,24958681,-12613739,-4157160
(주)네오펙트,290660,2017/12,7287705,159980,387093
(주)네오펙트,290660,2018/12,4556630,-9665824,-2052684
(주)네오펙트,290660,2019/12,5240117,-17139135,-5148946
(주)네오펙트,290660,2020/12,2701004,-9418220,-7488179
(주)네온테크,306620,2018/12,,,
(주)네온테크,306620,2019/12,,,
(주)네온테크,306620,2020/12,33815560,-5315993,870580
(주)네이블커뮤니케이션즈,153460,2011/12,20770504,3690235,4081604
(주)네이블커뮤니케이션즈,153460,2012/12,28494249,5755091,5101595
(주)네이블커뮤니케이션즈,153460,2013/12,21933881,1181896,38631
(주)네이블커뮤니케이션즈,153460,2014/12,23815420,512899,554440
(주)네이블커뮤니케이션즈,153460,2015/12,22857730,393860,254292
(주)네이블커뮤니케이션즈,153460,2016/12,21590435,150592,194621
(주)네이블커뮤니케이션즈,153460,2017/12,13473262,-6335770,-6481007
(주)네이블커뮤니케이션즈,153460,2018/12,15833273,-2345577,-2389050
(주)네이블커뮤니케이션즈,153460,2019/12,12360704,-372930,-484726
(주)네이블커뮤니케이션즈,153460,2020/12,11837099,576783,399554
(주)네이처셀,007390,2011/12,22793853,-1623029,-859207
(주)네이처셀,007390,2012/12,27205250,-1898931,-457256
(주)네이처셀,007390,2013/12,29208214,-3508978,1138944
(주)네이처셀,007390,2014/12,25355151,1895130,-1304263
(주)네이처셀,007390,2015/12,30553552,-1335361,-1163640
(주)네이처셀,007390,2016/12,26787767,-3223414,-3629988
(주)네이처셀,007390,2017/12,27215252,-460739,-525612
(주)네이처셀,007390,2018/12,26715298,2234809,1227180
(주)네이처셀,007390,2019/12,23072026,902009,1760569
(주)네이처셀,007390,2020/12,16719797,-18869662,-6410732
(주)네패스,033640,2011/12,215792824,15313134,22141041
(주)네패스,033640,2012/12,257273977,19308651,35756720
(주)네패스,033640,2013/12,229529877,-18712505,17527839
(주)네패스,033640,2014/12,191486707,-35342960,6129928
(주)네패스,033640,2015/12,219352855,8781335,21327558
(주)네패스,033640,2016/12,223644590,6876296,13604990
(주)네패스,033640,2017/12,261721389,6296840,24167854
(주)네패스,033640,2018/12,267505341,21916076,22900497
(주)네패스,033640,2019/12,343577304,22314275,42721595
(주)네패스,033640,2020/12,269153123,18540121,16594706
(주)네패스아크,330860,2019/12,54718939,4652733,18211749
(주)네패스아크,330860,2020/12,67844759,-35149011,8652484
(주)넥센,005720,2011/12,239883610,9964307,13098285
(주)넥센,005720,2012/12,218800500,15215163,15436714
(주)넥센,005720,2013/12,223755894,17335573,23238144
(주)넥센,005720,2014/12,214828028,24869201,24285494
(주)넥센,005720,2015/12,193901062,19983341,24278632
(주)넥센,005720,2016/12,192727587,24424330,26529563
(주)넥센,005720,2017/12,212026557,37984229,20061912
(주)넥센,005720,2018/12,341728815,31162898,19010232
(주)넥센,005720,2019/12,352221398,11175516,17660496
(주)넥센,005720,2020/12,353361362,19440471,22953224
(주)넥솔론,110570,2011/12,588215798,-24066714,-10216674
(주)넥솔론,110570,2012/12,376917654,-147195951,-100119814
(주)넥솔론,110570,2013/12,331819849,-83499722,-41118036
(주)넥솔론,110570,2014/12,261890995,-411995615,-78602926
(주)넥솔론,110570,2015/12,154258686,265058528,-52460465
(주)넥솔론,110570,2016/12,154700198,-66304636,-43702339
(주)넥스지,081970,2011/12,22164610,3087987,3258602
(주)넥스지,081970,2012/12,18618109,2657966,2474759
(주)넥스지,081970,2013/12,17710870,1452962,1710564
(주)넥스지,081970,2014/12,21942535,1039154,865562
(주)넥스지,081970,2015/12,22910857,442773,312489
