회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS연결),* (정상)영업손익(보고서기재)(IFRS연결),당기순이익(손실)(IFRS연결)
(주)까스텔바작,308100,2018/12,92346623,14574144,11214626
(주)까스텔바작,308100,2019/12,81358617,9018785,6869624
(주)까스텔바작,308100,2020/12,67274849,7534658,4795622
(주)나노,187790,2014/12,,,
(주)나노,187790,2015/12,29901810,-8471990,-8990586
(주)나노,187790,2016/12,48175171,-14162416,-24388859
(주)나노,187790,2017/12,73089292,1661616,89291
(주)나노,187790,2018/12,81942719,2193238,-467314
(주)나노,187790,2019/12,73694955,-869772,-298564
(주)나노,187790,2020/12,47375058,-1732662,-10436378
(주)나노브릭,286750,2015/12,,,
(주)나노브릭,286750,2016/12,,,
(주)나노브릭,286750,2017/12,5983442,-2002095,-3770569
(주)나노브릭,286750,2018/12,7186469,-1291703,859279
(주)나노브릭,286750,2019/12,7775408,-1512607,-780552
(주)나노브릭,286750,2020/12,,,
(주)나노신소재,121600,2011/12,33480756,4489990,4687969
(주)나노신소재,121600,2012/12,23644347,-699837,-1446732
(주)나노신소재,121600,2013/12,27009014,1396876,1166791
(주)나노신소재,121600,2014/12,27926752,3699232,3793548
(주)나노신소재,121600,2015/12,43140425,9096516,7655911
(주)나노신소재,121600,2016/12,41111800,6294911,5940058
(주)나노신소재,121600,2017/12,45568866,8531076,6827889
(주)나노신소재,121600,2018/12,52249960,8749523,7671621
(주)나노신소재,121600,2019/12,48892961,5143898,5801286
(주)나노신소재,121600,2020/12,48524488,1463818,1649534
(주)나노엔텍,039860,2011/12,13153879,-11116954,-12202620
(주)나노엔텍,039860,2012/12,13435035,-5328956,-5883367
(주)나노엔텍,039860,2013/12,19084457,-473071,-1236713
(주)나노엔텍,039860,2014/12,19498657,-2591623,-2464001
(주)나노엔텍,039860,2015/12,24839316,-7211152,-7471283
(주)나노엔텍,039860,2016/12,22205895,-9685305,-14798956
(주)나노엔텍,039860,2017/12,23809593,1672406,-2072184
(주)나노엔텍,039860,2018/12,25796821,2825936,3308228
(주)나노엔텍,039860,2019/12,26255836,3051217,5749945
(주)나노엔텍,039860,2020/12,29443386,3403054,2736521
(주)나노트로닉스,010670,2011/12,17113850,433403,-1700903
(주)나노트로닉스,010670,2012/12,19429585,3338256,-3183343
(주)나래나노텍,137080,2011/12,,,
(주)나래나노텍,137080,2012/12,,,
(주)나래나노텍,137080,2013/12,,,
(주)나래나노텍,137080,2014/12,,,
(주)나래나노텍,137080,2015/12,,,
(주)나래나노텍,137080,2016/12,,,
(주)나래나노텍,137080,2017/12,,,
(주)나래나노텍,137080,2018/12,,,
(주)나래나노텍,137080,2019/12,,,
(주)나래나노텍,137080,2020/12,82804670,5650173,2232682
(주)나무가,190510,2011/12,,,
(주)나무가,190510,2012/12,85497557,3645568,1139134
(주)나무가,190510,2013/12,219315611,5350893,2143315
(주)나무가,190510,2014/12,218330936,1779277,1821999
(주)나무가,190510,2015/12,403847036,25666181,8484512
(주)나무가,190510,2016/12,292613003,-669505,-4188413
(주)나무가,190510,2017/12,257564977,-31479937,-40918809
(주)나무가,190510,2018/12,312824892,1857186,3585210
(주)나무가,190510,2019/12,362063863,2666025,-585939
(주)나무가,190510,2020/12,511756135,-2262218,-7890516
(주)나스미디어,089600,2011/12,,,
(주)나스미디어,089600,2012/12,,,
(주)나스미디어,089600,2013/12,,,
(주)나스미디어,089600,2014/12,,,
(주)나스미디어,089600,2015/12,,,
(주)나스미디어,089600,2016/12,69943009,15433276,11972406
(주)나스미디어,089600,2017/12,120275391,34298134,26676052
(주)나스미디어,089600,2018/12,106607030,24946232,20596334
(주)나스미디어,089600,2019/12,117006838,30558603,22484088
(주)나스미디어,089600,2020/12,111641077,26967943,23134215
(주)나이벡,138610,2011/12,,,
(주)나이벡,138610,2012/12,,,
(주)나이벡,138610,2013/12,,,
(주)나이벡,138610,2014/12,,,
(주)나이벡,138610,2015/12,,,
(주)나이벡,138610,2016/12,,,
(주)나이벡,138610,2017/12,,,
(주)나이벡,138610,2018/12,,,
(주)나이벡,138610,2019/12,,,
(주)나이벡,138610,2020/12,,,
(주)나이스디앤비,130580,2011/12,,,
(주)나이스디앤비,130580,2012/12,,,
(주)나이스디앤비,130580,2013/12,,,
(주)나이스디앤비,130580,2014/12,,,
(주)나이스디앤비,130580,2015/12,25675101,4943229,4366625
(주)나이스디앤비,130580,2016/12,33964917,6465327,5728563
(주)나이스디앤비,130580,2017/12,42282947,8454239,6414092
(주)나이스디앤비,130580,2018/12,52040929,10423254,9299592
(주)나이스디앤비,130580,2019/12,77330430,12798062,11280367
(주)나이스디앤비,130580,2020/12,82196200,14088152,11291348
(주)나이스홀딩스,034310,2011/12,194810015,46386311,33822237
(주)나이스홀딩스,034310,2012/12,211902144,44716912,44822114
(주)나이스홀딩스,034310,2013/12,754166289,73230416,63730747
(주)나이스홀딩스,034310,2014/12,936827214,71783757,53713407
(주)나이스홀딩스,034310,2015/12,1090840202,91245321,62915097
(주)나이스홀딩스,034310,2016/12,1346411434,126926939,90779251
(주)나이스홀딩스,034310,2017/12,1450068987,122598327,92750994
(주)나이스홀딩스,034310,2018/12,1611892148,128330972,99301937
(주)나이스홀딩스,034310,2019/12,1877743691,154235020,77665757
(주)나이스홀딩스,034310,2020/12,2055514098,153148432,52928234
(주)나이코,192240,2012/12,,,
(주)나이코,192240,2013/12,,,
(주)나이코,192240,2014/12,,,
(주)나이코,192240,2015/12,,,
(주)나인테크,267320,2017/12,,,
(주)나인테크,267320,2018/12,,,
(주)나인테크,267320,2019/12,,,
(주)나인테크,267320,2020/12,,,
(주)남선알미늄,008350,2011/12,302410988,4920524,24748177
(주)남선알미늄,008350,2012/12,,,
(주)남선알미늄,008350,2013/12,,,
(주)남선알미늄,008350,2014/12,,,
(주)남선알미늄,008350,2015/12,,,
(주)남선알미늄,008350,2016/12,,,
(주)남선알미늄,008350,2017/12,,,
(주)남선알미늄,008350,2018/12,347834921,9426031,25220519
(주)남선알미늄,008350,2019/12,324782177,11578883,14479409
(주)남선알미늄,008350,2020/12,268474786,-1515276,10538669
(주)남성,004270,2011/12,66156225,-328193,-1822084
(주)남성,004270,2012/12,68020409,-35940,-6862343
(주)남성,004270,2013/12,73072002,2046577,-732650
(주)남성,004270,2014/12,69059783,1582754,-3975359
(주)남성,004270,2015/12,75864783,2786303,-520743
(주)남성,004270,2016/12,83724292,4559142,1327730
(주)남성,004270,2017/12,91991880,7210225,1356665
(주)남성,004270,2018/12,83251810,976778,-3576375
(주)남성,004270,2019/12,72953026,461285,-2196177
(주)남성,004270,2020/12,92533561,-2456097,-16173812
(주)내츄럴엔도텍,168330,2012/12,,,
(주)내츄럴엔도텍,168330,2013/12,,,
(주)내츄럴엔도텍,168330,2014/12,,,
(주)내츄럴엔도텍,168330,2015/12,44506401,-10890671,-15644528
(주)내츄럴엔도텍,168330,2016/12,6556020,-9391306,-13177152
(주)내츄럴엔도텍,168330,2017/12,9238808,-5391216,-8860824
(주)내츄럴엔도텍,168330,2018/12,8928362,-13587339,-23238141
(주)내츄럴엔도텍,168330,2019/12,6580460,-11129699,-16008383
(주)내츄럴엔도텍,168330,2020/12,13247176,-315913,-2997188
(주)네오리진,094860,2011/12,42947694,1434105,649924
(주)네오리진,094860,2012/12,,,
(주)네오리진,094860,2013/12,,,
(주)네오리진,094860,2014/12,,,
(주)네오리진,094860,2015/12,,,
(주)네오리진,094860,2016/12,,,
(주)네오리진,094860,2017/12,9263380,168664,166207
(주)네오리진,094860,2018/12,,,
(주)네오리진,094860,2019/12,,,
(주)네오리진,094860,2020/12,,,
(주)네오셈,253590,2016/12,,,
(주)네오셈,253590,2017/12,,,
(주)네오셈,253590,2018/12,,,
(주)네오셈,253590,2019/12,27225588,-3334110,-1569501
(주)네오셈,253590,2020/12,48638484,12009290,8075578
(주)네오오토,212560,2011/12,,,
(주)네오오토,212560,2012/12,,,
(주)네오오토,212560,2013/12,,,
(주)네오오토,212560,2014/12,,,
(주)네오오토,212560,2015/12,,,
(주)네오오토,212560,2016/12,,,
(주)네오오토,212560,2017/12,,,
(주)네오오토,212560,2018/12,,,
(주)네오오토,212560,2019/12,,,
(주)네오오토,212560,2020/12,,,
(주)네오위즈,095660,2011/12,667748340,106795298,72509057
(주)네오위즈,095660,2012/12,674589550,110533910,5785127
(주)네오위즈,095660,2013/12,442897817,95810930,46864398
(주)네오위즈,095660,2014/12,201029653,29526267,-8177160
(주)네오위즈,095660,2015/12,190070606,15802494,-21852100
(주)네오위즈,095660,2016/12,191038418,23471441,9853329
(주)네오위즈,095660,2017/12,174045348,10872808,-2143713
(주)네오위즈,095660,2018/12,215490230,22555606,33524295
(주)네오위즈,095660,2019/12,254498033,32567478,27623322
(주)네오위즈,095660,2020/12,289606376,60335803,62167755
(주)네오위즈홀딩스,042420,2011/12,727227250,116011172,76477186
(주)네오위즈홀딩스,042420,2012/12,742971136,108650699,13920271
(주)네오위즈홀딩스,042420,2013/12,512084970,101248218,59898207
(주)네오위즈홀딩스,042420,2014/12,262205577,39319220,57500868
(주)네오위즈홀딩스,042420,2015/12,199471968,14452647,49969692
(주)네오위즈홀딩스,042420,2016/12,201698095,22359830,-8386452
(주)네오위즈홀딩스,042420,2017/12,184864190,10628248,-6798711
(주)네오위즈홀딩스,042420,2018/12,228327081,21139486,43566139
(주)네오위즈홀딩스,042420,2019/12,253948130,29418403,40857864
(주)네오위즈홀딩스,042420,2020/12,289246163,57750301,94962424
(주)네오이뮨텍,950220,2019/12,0,-16224166,-14197883
(주)네오이뮨텍,950220,2020/12,0,-31269734,-30456235
(주)네오크레마,311390,2016/12,,,
(주)네오크레마,311390,2017/12,,,
(주)네오크레마,311390,2018/12,,,
(주)네오크레마,311390,2019/12,19776649,665101,1025691
(주)네오크레마,311390,2020/12,29821101,1259116,1366683
(주)네오티스,085910,2011/12,,,
(주)네오티스,085910,2012/12,,,
(주)네오티스,085910,2013/12,36116964,3432123,2426104
(주)네오티스,085910,2014/12,37658799,3995727,3063380
(주)네오티스,085910,2015/12,35730680,2007867,-3593014
(주)네오티스,085910,2016/12,40161938,2530772,-1601111
(주)네오티스,085910,2017/12,43473210,3266173,-7249334
(주)네오티스,085910,2018/12,45195339,4693123,3178419
(주)네오티스,085910,2019/12,42409365,3357376,1456670
(주)네오티스,085910,2020/12,37969069,3742593,370556
(주)네오팜,092730,2011/12,,,
(주)네오팜,092730,2012/12,,,
(주)네오팜,092730,2013/12,,,
(주)네오팜,092730,2014/12,,,
(주)네오팜,092730,2015/12,,,
(주)네오팜,092730,2016/12,42368623,9552938,7742494
(주)네오팜,092730,2017/12,53633507,14037876,11559211
(주)네오팜,092730,2018/12,66274582,19161762,15369685
(주)네오팜,092730,2019/12,83240333,22960501,19245382
(주)네오팜,092730,2020/12,81625348,21902092,18130855
(주)네오퍼플,028090,2011/12,32534707,-3667046,-5277189
(주)네오퍼플,028090,2012/12,24971381,-4588747,-13254413
(주)네오펙트,290660,2017/12,4454463,-4222423,-4389269
(주)네오펙트,290660,2018/12,5653093,-5238860,-9634328
(주)네오펙트,290660,2019/12,12311251,-13648970,-15875139
(주)네오펙트,290660,2020/12,18624677,-14204357,-15103130
(주)네온테크,306620,2018/12,,,
(주)네온테크,306620,2019/12,,,
(주)네온테크,306620,2020/12,39123668,1425890,-4794942
(주)네이블커뮤니케이션즈,153460,2011/12,,,
(주)네이블커뮤니케이션즈,153460,2012/12,,,
(주)네이블커뮤니케이션즈,153460,2013/12,,,
(주)네이블커뮤니케이션즈,153460,2014/12,23696900,132220,487174
(주)네이블커뮤니케이션즈,153460,2015/12,,,
(주)네이블커뮤니케이션즈,153460,2016/12,,,
(주)네이블커뮤니케이션즈,153460,2017/12,,,
(주)네이블커뮤니케이션즈,153460,2018/12,,,
(주)네이블커뮤니케이션즈,153460,2019/12,,,
(주)네이블커뮤니케이션즈,153460,2020/12,,,
(주)네이처셀,007390,2011/12,,,
(주)네이처셀,007390,2012/12,,,
(주)네이처셀,007390,2013/12,,,
(주)네이처셀,007390,2014/12,,,
(주)네이처셀,007390,2015/12,,,
(주)네이처셀,007390,2016/12,,,
(주)네이처셀,007390,2017/12,,,
(주)네이처셀,007390,2018/12,,,
(주)네이처셀,007390,2019/12,,,
(주)네이처셀,007390,2020/12,,,
(주)네패스,033640,2011/12,276089822,19031713,-2295720
(주)네패스,033640,2012/12,290541326,41458626,11958578
(주)네패스,033640,2013/12,364128942,-920160,-45807816
(주)네패스,033640,2014/12,328792875,6851009,-11628273
(주)네패스,033640,2015/12,279220555,3876809,-16324419
(주)네패스,033640,2016/12,254535006,8242290,17966353
(주)네패스,033640,2017/12,285034101,19305346,3941829
(주)네패스,033640,2018/12,273317888,22028888,22949184
(주)네패스,033640,2019/12,356317076,61591419,31091671
(주)네패스,033640,2020/12,343559677,-3566838,-62661070
(주)네패스아크,330860,2019/12,,,
(주)네패스아크,330860,2020/12,,,
(주)넥센,005720,2011/12,281033576,15934948,39245536
(주)넥센,005720,2012/12,285150563,24640937,74432025
(주)넥센,005720,2013/12,379858452,84320909,69078325
(주)넥센,005720,2014/12,354340603,88240250,78942509
(주)넥센,005720,2015/12,306141351,85770458,77791797
(주)넥센,005720,2016/12,321408358,109069008,99387101
(주)넥센,005720,2017/12,314030027,73407303,81842411
(주)넥센,005720,2018/12,1360025189,143585322,88542209
(주)넥센,005720,2019/12,2291341654,225120255,113665525
(주)넥센,005720,2020/12,1968536373,62331789,769301
(주)넥솔론,110570,2011/12,,,
(주)넥솔론,110570,2012/12,376917654,-100320431,-154159317
(주)넥솔론,110570,2013/12,331819849,-41118036,-55277787
(주)넥솔론,110570,2014/12,261890995,-78602926,-418926235
(주)넥솔론,110570,2015/12,,,
(주)넥솔론,110570,2016/12,,,
(주)넥스지,081970,2011/12,,,
(주)넥스지,081970,2012/12,,,
(주)넥스지,081970,2013/12,17922270,1227029,1450221
(주)넥스지,081970,2014/12,,,
(주)넥스지,081970,2015/12,,,
(주)넥스지,081970,2016/12,,,
(주)넥스지,081970,2017/12,21588094,-598029,2117488
(주)넥스턴바이오사이언스,089140,2011/12,,,
(주)넥스턴바이오사이언스,089140,2012/12,,,
(주)넥스턴바이오사이언스,089140,2013/12,,,
(주)넥스턴바이오사이언스,089140,2014/12,,,
(주)넥스턴바이오사이언스,089140,2015/12,,,
(주)넥스턴바이오사이언스,089140,2016/12,,,
(주)넥스턴바이오사이언스,089140,2017/12,,,
(주)넥스턴바이오사이언스,089140,2018/12,,,
(주)넥스턴바이오사이언스,089140,2019/12,,,
(주)넥스턴바이오사이언스,089140,2020/12,,,
(주)넥스트아이,137940,2011/12,,,
(주)넥스트아이,137940,2012/12,25700825,6881417,4846342
(주)넥스트아이,137940,2013/12,27906402,5310652,4256862
(주)넥스트아이,137940,2014/12,29162012,3774180,3488533
(주)넥스트아이,137940,2015/12,26565766,2741035,3027494
(주)넥스트아이,137940,2016/12,39439948,3696037,3542939
(주)넥스트아이,137940,2017/12,59482937,1290427,-2700789
(주)넥스트아이,137940,2018/12,87218818,8381537,-6984417
(주)넥스트아이,137940,2019/12,87989318,3690399,-3034500
(주)넥스트아이,137940,2020/12,34792787,-10354834,41888037
(주)넥스트엔터테인먼트월드,160550,2013/12,126443565,19109976,18869352
(주)넥스트엔터테인먼트월드,160550,2014/12,61981056,6063352,3053001
(주)넥스트엔터테인먼트월드,160550,2015/12,82586150,-2526524,917304
(주)넥스트엔터테인먼트월드,160550,2016/12,125723993,6642150,3565697
(주)넥스트엔터테인먼트월드,160550,2017/12,94538544,-5157021,-7461325
(주)넥스트엔터테인먼트월드,160550,2018/12,161222834,-10606138,-14763933
(주)넥스트엔터테인먼트월드,160550,2019/12,149180097,-8149288,-11086371
(주)넥스트엔터테인먼트월드,160550,2020/12,140432233,-3843252,-9780602
(주)넥스트칩,396270,2020/12,,,
(주)넥스틴,348210,2014/12,,,
(주)넥스틴,348210,2015/12,,,
(주)넥스틴,348210,2016/12,,,
(주)넥스틴,348210,2017/12,,,
(주)넥스틴,348210,2018/12,12928806,-415481,-228843
(주)넥스틴,348210,2019/12,9393623,-1759915,-2597727
(주)넥스틴,348210,2020/12,49445118,18099074,14712172
(주)넥슨게임즈,225570,2015/12,,,
(주)넥슨게임즈,225570,2016/12,,,
(주)넥슨게임즈,225570,2017/12,,,
(주)넥슨게임즈,225570,2018/12,,,
(주)넥슨게임즈,225570,2019/12,,,
(주)넥슨게임즈,225570,2020/12,,,
(주)넵튠,217270,2015/12,,,
(주)넵튠,217270,2016/12,18335549,-3118452,-3993819
(주)넵튠,217270,2017/12,20528450,-8615886,32090781
(주)넵튠,217270,2018/12,18174243,-18370835,-36924774
(주)넵튠,217270,2019/12,18037054,-10119370,-20788823
(주)넵튠,217270,2020/12,19639704,-8671673,43838745
(주)넷웨이브,047730,2011/12,15182741,-6474307,-6439483
(주)노랑풍선,104620,2011/12,,,
(주)노랑풍선,104620,2012/12,,,
(주)노랑풍선,104620,2013/12,,,
(주)노랑풍선,104620,2014/12,,,
(주)노랑풍선,104620,2015/12,,,
(주)노랑풍선,104620,2016/12,,,
(주)노랑풍선,104620,2017/12,,,
(주)노랑풍선,104620,2018/12,92775360,3545045,4486046
(주)노랑풍선,104620,2019/12,76779803,-2058522,-1655833
(주)노랑풍선,104620,2020/12,19959494,-6320013,-5901272
(주)노루페인트,090350,2011/12,387059408,14821355,8855546
(주)노루페인트,090350,2012/12,418644745,17351743,4594714
(주)노루페인트,090350,2013/12,433477073,21002598,11801316
